frame,time_s,membrane_J,bending_J,kinetic_J,gravity_relative_J,cloth_mechanical_J,self_normal_J,body_normal_J,mechanical_plus_contact_J,overflow_rows,asymmetric_ee_pairs
185,3.0833333333333335,4.110013713694235,7.079934742554999,3.911732606174032e-07,-0.00532021183936085,11.184628635583135,0.024702440871413028,0.01590616211158011,11.225237238566129,0,0
190,3.1666666666666665,3.9728705987482424,7.028075924371141,7.909873323190266e-07,-0.00532454169295804,10.995622772413757,0.021726210399242753,0.01669865025365228,11.03404763306665,0,0
195,3.25,3.8360706275455083,6.930536786767613,1.1598283713304692e-07,-0.0053272933706386,10.76128023692532,0.008083829857093522,0.016525582029432058,10.785889648811846,0,0
200,3.3333333333333335,3.7527378664087125,6.91306605539477,6.059829802407079e-08,-0.005327868785470702,10.66047611361631,0.008924782204006967,0.01809268530151364,10.687493581121831,0,0
205,3.4166666666666665,3.714390921720021,6.905838998357937,4.869344813378836e-08,-0.005328691782553394,10.614901276988853,0.00881632990780087,0.01956878794246393,10.643286394839118,0,0
210,3.5,3.7061174152509198,6.909098665604475,5.3946077652345806e-08,-0.005330242079313999,10.609885892722158,0.011733275495840904,0.01971476248191736,10.641333930699917,0,0
215,3.5833333333333335,3.6268734732574943,6.899767515838846,9.121909861735593e-08,-0.005328731238248022,10.52131234907719,0.010014724383684054,0.01849264529428131,10.549819718755156,0,0
220,3.6666666666666665,3.59769828131406,6.8902244639440875,5.959552850586885e-08,-0.005328678950561425,10.482594125903114,0.011760356982649232,0.018520090549492805,10.512874573435255,0,0
225,3.75,3.564245985540049,6.896165967788057,8.75962612139348e-08,-0.005328880742008935,10.455083160182358,0.010143598061483428,0.019007581706395046,10.484234339950238,0,0
230,3.8333333333333335,3.526018565847918,6.903575129224041,5.737864457816699e-08,-0.005328843031903688,10.4242649094187,0.010729163807930943,0.0186549604496282,10.453649033676259,0,0
235,3.9166666666666665,3.5074839690899364,6.903639675817567,7.238835279639883e-08,-0.005329103826977724,10.40579461346888,0.011429452022412422,0.018262763483770598,10.435486828975062,0,0
240,4.0,3.596211665421635,6.9236441369545325,5.519620751121532e-07,-0.005329998185013965,10.514526356153228,0.012849267255295184,0.022083969015453196,10.549459592423975,0,0
245,4.083333333333333,8.705588506789187,7.140694104632473,3.06028801637577e-06,-0.00533549616137273,15.840950175548304,22.532761591206473,268.0625503019153,306.4362620686701,0,0
250,4.166666666666667,47.43592701828886,7.4360457541304825,3.6008626584881578e-06,-0.005339342533847602,54.86663703074815,35.15390373244387,1547.9182916701989,1637.9388324333909,0,0
255,4.25,93.4400118818303,7.804138360393683,6.417434102274631e-06,-0.005340272189605769,101.23881638746847,37.67034447950128,2125.4158564577842,2264.325017324754,0,0
260,4.333333333333333,59.48471752377708,7.696128028143639,1.777393449593994e-05,-0.005303220813143841,67.17556010504207,2.042370232265956,87.91055655454859,157.1284868918566,0,0
265,4.416666666666667,42.391493372140445,7.675978050375538,2.1806850755167467e-05,-0.005245157490648897,50.06224807187609,1.8138845880776528,80.26941265923061,132.14554531918435,0,0
270,4.5,38.06659511876891,7.709668696483298,2.9744131003509427e-05,-0.005135082079130923,45.77115847730408,1.641522777237239,192.45793366995792,239.87061492449925,0,0
275,4.583333333333333,35.550009689926,7.477904673454543,2.984735825723267e-05,-0.005007354205831954,43.02293685653297,1.4103412968406017,69.40476732107625,113.83804547444981,0,0
280,4.666666666666667,33.730494571220376,7.957650742670416,3.512568331878854e-05,-0.0049864782168080185,41.683193961357304,1.2454971229750895,65.20347765258128,108.13216873691368,0,0
285,4.75,32.70699802977627,8.435052380147104,3.411223368729398e-05,-0.004970341960005606,41.13711418019706,1.123558274908326,61.01381389292946,103.27448634803486,0,0
290,4.833333333333333,32.8565805137676,9.108899548525343,2.8262342223640358e-05,-0.004963824598017294,41.960544500037145,0.5991477786320686,56.34038803448771,98.90008031315692,0,0
295,4.916666666666667,33.46070639331603,9.565365320096817,3.064196464272428e-05,-0.004943126775384818,43.0211592286021,0.5896744145097288,53.21482193754143,96.82565558065326,0,0
300,5.0,27.190213922210745,9.842927823313586,1.6054460333262512e-05,-0.0049480872684336125,37.02820971271623,0.45961973272867135,49.95616874589609,87.443998191341,0,0
305,5.083333333333333,23.724706424195443,10.54897805143495,7.011656573506401e-06,-0.00501426096832909,34.26867722631864,0.44884202145972735,47.12284365739078,81.84036290516914,0,0
310,5.166666666666667,21.796958052367387,11.343957586064745,2.5145329825557733e-06,-0.005081559747623338,33.13583659321749,0.4498074170883147,126.22765926990527,159.81330328021107,0,0
315,5.25,20.653180539967593,11.91396626668789,3.4777900194008146e-06,-0.005128497826506609,32.562021786619,0.45102589414023897,42.49907710391698,75.51212478467622,0,0
320,5.333333333333333,9.96853601432937,12.459529440286845,7.022926948270625e-06,-0.005163017838829484,22.422909459704332,0.14298845743746955,0.12945821116381803,22.69535612830562,0,0
325,5.416666666666667,8.570407922261039,12.061383254570337,1.0950905014352767e-06,-0.005168350292957202,20.62662392162892,0.12809939056825623,0.13633444338643574,20.89105775558361,0,0
330,5.5,8.318736468172158,12.185425801465176,2.534652181411455e-07,-0.005175608238845164,20.498986914863707,0.1349584714666177,0.15336958734203082,20.787314973672355,0,0
335,5.583333333333333,8.17680159927782,12.300159680266788,6.165041642337375e-08,-0.0051777047319214314,20.4717836364631,0.13460568824532043,0.16408476815121248,20.770474092859633,0,0
340,5.666666666666667,8.08251441552113,12.433499811917025,4.4902906143219856e-08,-0.0051807745501854935,20.510833497790877,0.13067424283537485,0.16611042916024,20.807618169786494,0,0
345,5.75,8.01861203789214,12.538071196654219,2.1011420949314654e-08,-0.005182699385553061,20.551500556172225,0.12658971428911506,0.16951107007795163,20.847601340539292,0,0
350,5.833333333333333,7.980564633254218,12.617366608286428,4.7660493647461694e-08,-0.005184162820462648,20.592747126380676,0.1326864093708427,0.17391726692008108,20.899350802671602,0,0
355,5.916666666666667,7.865383129913485,12.643549045851492,5.1335468981674214e-08,-0.0051844394632549196,20.50374778763719,0.11910105904589607,0.17008829621329002,20.792937142896378,0,0
360,6.0,7.691794591952206,12.613165951827924,1.585279467561641e-07,-0.005183592202804968,20.29977711010527,0.14417088245299095,0.17117110083971837,20.61511909339798,0,0
365,6.083333333333333,7.6174321367942,12.635152190127553,2.961449788213839e-08,-0.005184635812971211,20.24739972072328,0.11114195180404987,0.16851322456475315,20.527054897092082,0,0
370,6.166666666666667,7.570253637330767,12.681016127745368,2.5158793587946613e-08,-0.005186009415908646,20.24608378081902,0.11286035469158978,0.1719908436638838,20.530934979174496,0,0
375,6.25,7.501086723606726,12.719222135059603,1.7305467146953614e-08,-0.005186654035935365,20.21512222193586,0.12276018518300523,0.17503761979131274,20.512920026910177,0,0
380,6.333333333333333,7.44269654736515,12.739479136012259,1.0373785040892304e-08,-0.005187332528717295,20.176988361222477,0.12863108354993638,0.17796326923945116,20.483582714011867,0,0
385,6.416666666666667,7.403539051430954,12.758339148295013,6.953047915190361e-08,-0.005187997851111514,20.156690271405335,0.10673823465698194,0.17684927656702282,20.44027778262934,0,0
390,6.5,7.38235545072105,12.759926957050801,3.020222258688833e-08,-0.005188491705791165,20.137093946268283,0.21667961967896487,0.17813371284796692,20.531907278795213,0,0
395,6.583333333333333,7.3586870751457045,12.769440536300372,5.061586955228621e-08,-0.005188885047871544,20.122938777014074,0.15538322935254098,0.17425880482245615,20.452580811189073,0,0
400,6.666666666666667,7.301962824983683,12.739744847816166,4.934827976828196e-08,-0.005188608626098282,20.03651911352203,0.12935830949880378,0.1669463292845217,20.332823752305355,0,0
405,6.75,7.250178756589676,12.704882899121285,1.3522848385775043e-07,-0.00518825871207014,19.949873532227375,0.16631633080286834,0.17497645844326265,20.291166321473504,0,0
410,6.833333333333333,7.225784238988668,12.702495981392225,1.0359289274143766e-07,-0.00518852160655052,19.923091802367235,0.17530592094549718,0.17828276728350956,20.27668049059624,0,0
415,6.916666666666667,7.219853242688493,12.764010802953294,7.016982540456485e-08,-0.005190470463783195,19.97867364534783,0.20148422673472063,0.1833533605862399,20.363511232668788,0,0
420,7.0,7.199254348436068,12.779439557390683,3.9194725384796556e-08,-0.00519114893452538,19.97350279608695,0.17030975165491935,0.18386492457042847,20.3276774723123,0,0
425,7.083333333333333,7.1567396983424985,12.782412943068323,1.632264872882291e-07,-0.005191340164232769,19.933961464473075,0.1821943689737625,0.18448671997429594,20.30064255342113,0,0
430,7.166666666666667,7.078706389609678,12.711567546561868,1.6003443959405522e-07,-0.005190007485460932,19.785084088720524,0.19112263923388606,0.17360891082508087,20.14981563877949,0,0
435,7.25,7.04479228867601,12.685712036323848,5.9255500095949196e-08,-0.005190005775123033,19.725314378480235,0.1375465435713572,0.1765116089864973,20.03937253103809,0,0
440,7.333333333333333,7.045685114491039,12.72684937342943,2.3747051980697685e-08,-0.005191413093002653,19.767343098574518,0.13537188226222815,0.18515670190175268,20.0878716827385,0,0
445,7.416666666666667,7.007936891818806,12.678709619154269,6.93239718617689e-08,-0.00519058074879182,19.681455999548255,0.24188488923403872,0.17477662201517952,20.098117510797476,0,0
450,7.5,6.991564286372741,12.70605739567354,2.595215253303403e-08,-0.005191675664276793,19.692430032334155,0.1065686832168054,0.18388860711035365,19.982887322661316,0,0
455,7.583333333333333,6.979993644711291,12.715558345786892,1.052430044937079e-08,-0.005192104104694631,19.69035989691779,0.10455655876725983,0.18347010082827472,19.978386556513325,0,0
460,7.666666666666667,6.959895719578974,12.708700481983144,2.1977254201383738e-08,-0.005192188939769374,19.6634040345996,0.10349216229253103,0.18203091845848346,19.948927115350617,0,0
465,7.75,6.9443950150859575,12.7037008893267,1.8577283808405028e-08,-0.005192402634974377,19.642903520354967,0.109315422946893,0.1821677604209735,19.934386703722833,0,0
470,7.833333333333333,6.923909819427628,12.718176361907947,1.1641192821706017e-08,-0.005192797405457972,19.63689339557131,0.10982528870115538,0.18223523745754105,19.928953921730006,0,0
475,7.916666666666667,6.90393438952964,12.718169532011666,1.7373323329199805e-08,-0.005193241792007863,19.616910697122623,0.104948871646637,0.18207288720046533,19.903932455969727,0,0
480,8.0,6.897047336755817,12.733876708911037,2.4464670955989305e-08,-0.00519349915779474,19.62573057097373,0.12422389389209629,0.18297102142565103,19.932925486291477,0,0
485,8.083333333333334,6.856413086873521,12.700494274907648,3.8741054830061974e-08,-0.005192821036903092,19.55171457948532,0.12395695591448236,0.18285252310259228,19.858524058502397,0,0
490,8.166666666666666,6.849849084218308,12.672374145138498,2.2326751876966015e-08,-0.005192661324631073,19.517030590358928,0.12793804616662102,0.18658773220118838,19.831556368726737,0,0
495,8.25,6.870579277856394,12.730967171531354,3.667381699118997e-08,-0.00519434954269242,19.596352136518874,0.1462273397153674,0.1903265471093376,19.932906023343577,0,0
500,8.333333333333334,6.850611031547406,12.722205535162729,8.084642593959464e-08,-0.005194077812771661,19.56762256974379,0.11465194738808215,0.18525250007673977,19.867527017208612,0,0
505,8.416666666666666,6.808055140832186,12.679653143423666,3.6853639051924345e-08,-0.005193001465225791,19.482515319644264,0.23142504469806238,0.1832190795323364,19.897159443874664,0,0
510,8.5,6.768435852889663,12.668276638132891,6.077489951217235e-08,-0.005192719887877659,19.431519831909576,0.10811761246470089,0.18032874656022882,19.719966190934503,0,0
515,8.583333333333334,6.746909527244705,12.663746145006847,5.107755378453268e-08,-0.00519261435345747,19.40546310897565,0.11880437409724076,0.1833077836519288,19.70757526672482,0,0
520,8.666666666666666,6.734014567583362,12.643391061335688,4.357162733260996e-08,-0.005192298897432973,19.372213373593244,0.1320144954437924,0.17968965610486293,19.683917525141897,0,0
525,8.75,6.7178687809219895,12.653435332555162,5.363661467701579e-08,-0.005192827032786909,19.36611134008098,0.11687465944415976,0.18017060646973257,19.663156605994875,0,0
530,8.833333333333334,6.720047681624351,12.696656159960447,1.3340297950195672e-08,-0.005193871142233214,19.411509983782864,0.11193074214388092,0.18113637973806804,19.70457710566481,0,0
535,8.916666666666666,6.716500292248892,12.71465723351956,3.578464928252737e-08,-0.005194265211187099,19.425963296341912,0.1114171856407854,0.18447830393479742,19.721858785917494,0,0
540,9.0,6.698400813960323,12.717736426217096,1.298038442418394e-08,-0.005194203068814449,19.41094305008899,0.11013558267551324,0.18485655886680868,19.705935191631312,0,0
545,9.083333333333334,6.642792832543623,12.64651305404494,2.6798414205332273e-08,-0.005192443337096564,19.28411347004988,0.10217698540004905,0.17916048550725513,19.565450940957184,0,0
550,9.166666666666666,6.623240906792757,12.624615770056607,5.5454703821147346e-08,-0.0051921812407711015,19.242664551063296,0.10367030765143662,0.17864762607711054,19.524982484791845,0,0
555,9.25,6.617029508067413,12.657247281617337,4.340445858553498e-08,-0.005192685699369107,19.26908414738984,0.10716649446808883,0.18235005741986315,19.558600699277793,0,0
560,9.333333333333334,6.605275188507697,12.666169445368057,4.800516518046661e-08,-0.005192621257376559,19.266252060623543,0.10786587482391433,0.18238719588565633,19.556505131333115,0,1
565,9.416666666666666,6.586147440409855,12.65926632264446,1.3683008408888017e-07,-0.005191945629944322,19.240221954254455,0.10897703553568246,0.1827528661308021,19.53195185592094,0,0
570,9.5,6.591703215948476,12.674366189956336,2.556641791216816e-07,-0.0051921056597609705,19.26087755590923,0.13836499245319334,0.18350160655300968,19.58274415491543,0,0
575,9.583333333333334,6.601178672223316,12.771908261869129,6.1236163689943e-08,-0.005194278341117395,19.36789271698749,0.10927323148632853,0.17955232300390284,19.65671827147772,0,0
580,9.666666666666666,6.600012681145454,12.793838060484816,4.1342625809146915e-08,-0.005194820713040213,19.388655962259858,0.1481432580023806,0.1825287020496144,19.71932792231185,0,0
585,9.75,6.595283293252851,12.8095775396554,5.7988029149265134e-08,-0.005195421925059646,19.39966546897122,0.12244452874460357,0.17859454847181222,19.700704546187637,0,0
590,9.833333333333334,6.582898038805278,12.817711362712174,1.24041117962223e-07,-0.005195731382525118,19.395413794176044,0.1459202296575153,0.17845508938605337,19.719789113219612,0,0
595,9.916666666666666,6.622573543619481,12.813083873429902,4.6067898124227175e-08,-0.005196133662074567,19.430461329455206,0.10783203689383616,0.1809104000342397,19.71920376638328,0,0
600,10.0,6.609312666437281,12.806920953643958,5.159809991436125e-08,-0.005196401687710656,19.411037269991628,0.13129041032906516,0.18142470097620178,19.723752381296894,0,0
605,10.083333333333334,6.588579550071428,12.768388548071744,5.24929659568903e-08,-0.005195907217723991,19.351772243418413,0.12633505047880028,0.17825745662029813,19.65636475051751,0,0
610,10.166666666666666,6.585313148720241,12.799068864277642,2.765479133595119e-08,-0.005196531117032319,19.379185509535642,0.10741371095188418,0.18051672072395264,19.66711594121148,0,0
615,10.25,6.562388745857982,12.809470151075258,2.7733802802164856e-08,-0.005196453182793492,19.36666247148425,0.11690177122854212,0.1807176500792963,19.664281892792086,0,0
620,10.333333333333334,6.545811854118561,12.815983410071738,1.69457208433575e-08,-0.005196526092799844,19.35659875504322,0.1017377398731699,0.18201376495843563,19.640350259874822,0,0
625,10.416666666666666,6.546029869073047,12.818427779381464,2.6093408829738042e-08,-0.00519667468429405,19.359260999863626,0.10311885170416726,0.1824353499629695,19.64481520153076,0,0
630,10.5,6.511767328341995,12.790147665637832,4.5318267288773455e-08,-0.005196162128886461,19.29671887716921,0.12173858276951374,0.17602734591351268,19.594484805852236,0,0
635,10.583333333333334,6.496116032951876,12.762392376065623,2.887481312264725e-08,-0.005195894937795972,19.253312542954514,0.10282389608148518,0.17523472156666017,19.53137116060266,0,0
640,10.666666666666666,6.499982979813282,12.791737888960236,4.520267510066782e-08,-0.005196487380362838,19.286524426595832,0.13805157149975034,0.17993126378147983,19.604507261877064,0,0
645,10.75,6.499866464530639,12.795152304789706,1.9895074514144904e-08,-0.005196686727497901,19.28982210248792,0.12055902642520695,0.18055924793813571,19.59094037685126,0,0
650,10.833333333333334,6.499475590150225,12.800163875108556,1.031426130721744e-08,-0.005196964628662384,19.29444251094438,0.10220907589885497,0.18449552180439013,19.581147108647624,0,0
655,10.916666666666666,6.475387241339431,12.789509099591104,9.464085161745476e-09,-0.005196768884011174,19.25969958151061,0.100670811188983,0.18012897023089286,19.540499362930486,0,0
660,11.0,6.450647835690923,12.773861621850543,1.1251307185137354e-07,-0.005196595468918236,19.21931297458562,0.1171627135036746,0.17752512605617782,19.514000814145472,0,0
665,11.083333333333334,6.452238396230468,12.745354990884145,3.248136374249837e-08,-0.0051964091600854995,19.19239701043589,0.10758530355102132,0.17834230351303085,19.478324617499943,0,0
670,11.166666666666666,6.4179182571812206,12.73114467660309,9.242124147031875e-08,-0.005196234044785253,19.143866792160768,0.09619817686519688,0.17698676746718955,19.417051736493153,0,0
675,11.25,6.40583521600214,12.75883010761051,1.9687543314946494e-08,-0.005196723589766319,19.159468619710427,0.12732912082294012,0.1779860467018019,19.464783787235167,0,0
680,11.333333333333334,6.399019010250953,12.74176385819279,2.1303238376904236e-08,-0.005196549784416374,19.135586339962565,0.10149463819159618,0.17552818258949626,19.412609160743656,0,0
685,11.416666666666666,6.39734637706603,12.74384748870595,1.5048063645729625e-08,-0.005196725756690224,19.135997155063354,0.10515909479654319,0.17830478954338436,19.419461039403284,0,0
690,11.5,6.35700710629426,12.677500561541134,5.557184307521396e-08,-0.005195386606157801,19.02931233680108,0.10327124407198558,0.1732514113003563,19.305834992173423,0,0
695,11.583333333333334,6.391901226587459,12.724644741824509,1.2832410959543247e-08,-0.005196606007192475,19.111349375237186,0.11752074212404269,0.1795281079757803,19.40839822533701,0,0
700,11.666666666666666,6.371607160970004,12.69381976064308,7.6045688582419e-08,-0.005196126110989033,19.060230871547784,0.11629338259066864,0.17968132241928203,19.356205576557734,0,0
705,11.75,6.347536087200737,12.655467648624297,5.850753208264641e-08,-0.005195716686837881,18.99780807764573,0.10996172730485879,0.18034470053525473,19.288114505485844,0,0
710,11.833333333333334,6.377840607776744,12.683012623756191,1.176215142307348e-08,-0.0051966867421280455,19.055656556552957,0.10097021802374576,0.18314950491595958,19.339776279492664,0,0
715,11.916666666666666,6.34345495471333,12.634890053342527,4.594467389721176e-08,-0.005195965288849372,18.973149088711683,0.09930737043644151,0.18029769882420416,19.25275415797233,0,0
720,12.0,6.362860906742392,12.664634288912497,1.9039772839040117e-07,-0.005196690274672192,19.022298695777945,0.11227457365049213,0.18387292132785327,19.31844619075629,0,0
725,12.083333333333334,6.334207402818858,12.62508542357201,3.4677132358303595e-08,-0.00519644621851599,18.954096414849484,0.11392430002402386,0.17980903666864706,19.247829751542156,0,0
730,12.166666666666666,6.335853878804613,12.655096908228519,1.509348990378892e-08,-0.005197037163499521,18.98575376496312,0.1120496316953418,0.17968189238797602,19.27748528904644,0,0
735,12.25,6.26426140648133,12.58954331943182,5.959340558217964e-08,-0.00519569599742753,18.84860908950913,0.11157363524565667,0.17181278842133427,19.13199551317612,0,0
740,12.333333333333334,6.270519808323877,12.56555644079305,4.351068985655112e-08,-0.005195297526829762,18.830880995100788,0.12733776910217365,0.1751047269883053,19.133323491191266,0,0
745,12.416666666666666,6.259785109819274,12.590452772526906,1.56258400354849e-08,-0.005196012541149264,18.84504188543087,0.1254770669832754,0.17877667047031925,19.149295622884466,0,0
750,12.5,6.251191183345833,12.60854713538518,4.480697347448404e-08,-0.005196285655311161,18.854542077882677,0.11814320851761739,0.18049475136321513,19.153180037763512,0,0
755,12.583333333333334,6.234234680001366,12.578835079328973,6.24920648086911e-08,-0.005195864111669696,18.807873957710736,0.11544681637925676,0.177635140967367,19.100955915057362,0,0
760,12.666666666666666,6.244380661484814,12.617982133380384,6.2446131345809636e-09,-0.0051967047845401515,18.85716609632527,0.11684814621044831,0.18067788393653797,19.154692126472256,0,0
765,12.75,6.224172120433032,12.543229154440262,4.96344059744159e-08,-0.005195313544536881,18.762206010963162,0.11347519560966475,0.18016393300046793,19.055845139573297,0,0
770,12.833333333333334,6.2342999408550765,12.596911365003642,5.8191065037265855e-08,-0.005196509212781503,18.826014854837002,0.14209192419532035,0.187996752874882,19.156103531907203,0,0
775,12.916666666666666,6.228432823462413,12.548030000041175,3.019258877745565e-08,-0.005195858911240775,18.771266994784934,0.11336411817778576,0.18673820687314435,19.071369319835863,0,0
780,13.0,6.233233254178253,12.584675240858289,1.374102800987115e-08,-0.005197152607786207,18.812711356169782,0.1144513625387467,0.1891233005965661,19.116286019305097,0,0
785,13.083333333333334,6.221112035421924,12.541994411002664,2.5243413789175448e-08,-0.005196513104876718,18.757909958563125,0.10762566174173038,0.18577277849390456,19.05130839879876,0,0
790,13.166666666666666,6.218768941832524,12.568243596890454,7.10733042270262e-08,-0.005197372450957027,18.781815237345324,0.11800358807635603,0.18877216016326828,19.088590985584947,0,0
795,13.25,6.205038796471451,12.54949085863639,4.3826299210753236e-08,-0.005197205319781753,18.749332493614357,0.10562421683409529,0.18594147148425577,19.040898181932707,0,0
800,13.333333333333334,6.208014938180261,12.519825059033542,8.022987544741034e-08,-0.005196790189008052,18.72264328725467,0.14013782845537692,0.18398027008177997,19.046761385791825,0,0
805,13.416666666666666,6.182268497869719,12.559812716521822,3.836909366713528e-08,-0.005197365390682981,18.736883887369952,0.11781779821267067,0.18265632199229698,19.03735800757492,0,0
810,13.5,6.148331096966798,12.521103455976323,4.75189058828686e-08,-0.005196195998613415,18.664238404463415,0.12241131181806844,0.18147295191188198,18.968122668193367,0,0
